SurveyName,Timestamp,email,In which country do you currently reside?,Country CODE,Select the title most similar to your current role,How would you rate your expertise in these languages [Python],How would you rate your expertise in these languages [R],How would you rate your expertise in these languages [SQL],How would you rate your expertise in these languages [C],How would you rate your expertise in these languages [C++],How would you rate your expertise in these languages [Java],How would you rate your expertise in these languages [Javascript],How would you rate your expertise in these languages [Panda],How would you rate your expertise in these languages [Bash],How would you rate your expertise in these languages [MATLAB],How would you rate your expertise in these languages [Other],How would you rate your overall analytics expertise?,"Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you use on a regular basis?",Have you realized these types of initiatives in these platforms? [Data Warehouse],Have you realized these types of initiatives in these platforms? [Data Lakes],Have you realized these types of initiatives in these platforms? [ML/AI],Have you realized these types of initiatives in these platforms? [Data Preparation],Have you realized these types of initiatives in these platforms? [ETL],Have you realized these types of initiatives in these platforms? [Data Onboarding]
ANALYTICS SURVEY FSI,2020-11-19 13:20:55,gbenardf1@state.tx.us,China,CN,Mathematician,expert,none,none,competent,expert,expert,none,competent,none,competent,none,1,Microsoft SQL Server,AWS,Azure,AWS,AWS,Google Cloud;AWS;Azure,Google Cloud;On-premise;Azure
ANALYTICS SURVEY RETAIL,2020-09-08 09:23:56,kohederscollf2@qq.com,Morocco,MA,Mathematician,competent,beginner,beginner,beginner,none,beginner,expert,competent,none,expert,competent,2,Teradata,Google Cloud,Google Cloud;Azure,Google Cloud;AWS;Azure,Google Cloud;On-premise;Azure,Google Cloud;On-premise;Azure,On-premise;AWS
ANALYTICS SURVEY JAN-21,2020-04-02 00:46:35,lkilkennyf3@mapy.cz,China,CN,Mathematician,beginner,competent,competent,competent,expert,expert,proficient,proficient,competent,competent,proficient,3,Amazon Redshift;Google Cloud BigQuery;Oracle Database,AWS,AWS;Azure,Google Cloud,On-premise;AWS,On-premise;Azure,Azure
ANALYTICS SURVEY RETAIL,2020-06-06 01:21:39,dshorthousef4@state.gov,China,CN,Mathematician,expert,competent,beginner,proficient,none,none,competent,competent,beginner,expert,competent,3,Amazon Redshift,Google Cloud,Google Cloud;Azure,AWS Azure,On-premise;AWS,Azure,On-premise
ANALYTICS SURVEY JAN-21,2020-06-03 17:30:55,ccrummayf5@usnews.com,China,CN,Citizen Data Scientist,competent,beginner,none,proficient,beginner,none,expert,competent,competent,expert,beginner,2,Microsoft SQL Server,Azure,Google Cloud;AWS,Google Cloud;AWS,On-premise;Azure,On-premise,Google Cloud;AWS;Azure
ANALYTICS SURVEY FSI,2020-11-17 20:20:07,pbradderf6@washingtonpost.com,Kazakhstan,KZ,Citizen Data Scientist,proficient,proficient,competent,expert,expert,competent,beginner,competent,proficient,beginner,competent,3,Amazon Redshift;Google Cloud BigQuery;Oracle Database,Azure,Google Cloud,Google Cloud;Azure,Google Cloud;AWS;Azure,On-premise;Azure,"Google Cloud;On-premise,AWS"
ANALYTICS SURVEY,2020-03-17 10:41:22,hwoollendsf7@fc2.com,Indonesia,ID,Citizen Data Scientist,beginner,none,none,competent,proficient,beginner,beginner,competent,beginner,expert,expert,1,Microsoft SQL Server,Azure,AWS;Azure,Azure,On-premise;Azure,AWS;Azure,Azure
ANALYTICS SURVEY FEB-21,2020-12-08 15:26:46,ephilpottf8@wufoo.com,Portugal,PT,Physicist,beginner,proficient,none,none,beginner,expert,expert,proficient,beginner,none,expert,2,Amazon Redshift,Azure,Google Cloud;Azure,Google Cloud;AWS;Azure,On-premise;Azure,Google Cloud;AWS;Azure,AWS
ANALYTICS SURVEY FSI,2020-11-20 18:15:58,sbrownettf9@gnu.org,Niger,NE,Mathematician,competent,none,beginner,proficient,proficient,proficient,expert,competent,expert,beginner,expert,4,Oracle Database,AWS,AWS,AWS,AWS,Google Cloud,Google Cloud;AWS;Azure
ANALYTICS SURVEY FSI,2020-11-08 02:54:41,hdorgonfa@yellowbook.com,Canada,CA,Physicist,none,none,proficient,beginner,competent,expert,none,proficient,competent,beginner,proficient,4,Oracle Database,Azure,Google Cloud;AWS;Azure,Google Cloud;Azure,On-premise;Azure,AWS,"Google Cloud;On-premise,AWS"
ANALYTICS SURVEY FSI,2020-07-02 15:10:51,jharrowfb@exblog.jp,Costa Rica,CR,Data Scientist,competent,beginner,expert,proficient,proficient,competent,beginner,beginner,proficient,beginner,none,2,Teradata,Azure,Google Cloud;AWS,Google Cloud;AWS;Azure,Azure,On-premise;AWS,On-premise
ANALYTICS SURVEY RETAIL,2020-10-14 22:00:27,kwapolfc@businessweek.com,Philippines,PH,Citizen Data Scientist,none,beginner,proficient,competent,competent,competent,competent,proficient,proficient,none,proficient,3,Microsoft SQL Server,On-premise,Google Cloud;AWS,Google Cloud;Azure,Google Cloud;AWS;Azure,AWS,On-premise
ANALYTICS SURVEY FEB-21,2020-08-31 20:15:24,pthompsonfd@360.cn,Vietnam,VN,Physicist,proficient,competent,expert,expert,proficient,none,none,expert,expert,none,expert,2,Amazon Redshift,Google Cloud,Google Cloud,Google Cloud;AWS;Azure,On-premise,Azure,Azure
ANALYTICS SURVEY RETAIL,2020-04-06 16:22:30,dknapperfe@mashable.com,Sri Lanka,LK,Physicist,beginner,beginner,expert,proficient,proficient,proficient,proficient,expert,none,beginner,none,4,Google Cloud BigQuery,AWS,AWS,Google Cloud;AWS,AWS;Azure,On-premise;Azure,On-premise;AWS
ANALYTICS SURVEY,2020-09-06 18:05:06,bpadefieldff@dedecms.com,Lebanon,LB,Physicist,none,competent,proficient,expert,none,proficient,proficient,expert,competent,proficient,expert,1,Oracle Database,On-premise,Google Cloud;AWS,Google Cloud,Google Cloud;On-premise;Azure,AWS;Azure,On-premise;Azure
ANALYTICS SURVEY RETAIL,2020-02-23 17:12:42,lvelarealfg@goodreads.com,Sweden,SE,Statistician,none,beginner,proficient,none,proficient,competent,proficient,competent,beginner,beginner,expert,3,Amazon Redshift,AWS,Google Cloud;AWS;Azure,AWS Azure,Google Cloud;AWS;Azure,On-premise;AWS,On-premise
ANALYTICS SURVEY FSI,2020-01-28 19:27:38,logradyfh@unicef.org,Brazil,BR,Statistician,none,proficient,competent,beginner,competent,competent,none,proficient,expert,competent,beginner,4,Amazon Redshift;Teradata,Azure,Google Cloud;AWS;Azure,Google Cloud,"Google Cloud;On-premise,AWS","Google Cloud;On-premise,AWS",Google Cloud;On-premise;Azure
ANALYTICS SURVEY FSI,2020-07-11 07:06:08,glancettfi@fda.gov,Greece,GR,Physicist,beginner,beginner,proficient,beginner,competent,beginner,competent,none,beginner,beginner,competent,5,Amazon Redshift,Azure,Google Cloud;Azure,Google Cloud;AWS;Azure,On-premise,Azure,On-premise;AWS
ANALYTICS SURVEY FSI,2020-11-03 02:42:04,mmattholiefj@vinaora.com,Malawi,MW,Statistician,competent,proficient,beginner,proficient,expert,proficient,expert,none,beginner,competent,expert,3,Amazon Redshift,AWS,Google Cloud;Azure,Google Cloud;Azure,On-premise;AWS,Google Cloud;On-premise;Azure,AWS
ANALYTICS SURVEY JAN-21,2020-10-12 06:49:58,brobbertsfk@google.es,China,CN,Statistician,proficient,none,none,none,proficient,beginner,beginner,beginner,none,none,expert,5,Google Cloud BigQuery,AWS,AWS;Azure,Google Cloud;AWS,"Google Cloud;On-premise,AWS",AWS,On-premise;Azure
ANALYTICS SURVEY FSI,2020-10-18 15:14:22,geverleighfl@alibaba.com,Indonesia,ID,Physicist,competent,expert,none,none,proficient,expert,expert,proficient,proficient,competent,beginner,4,Amazon Redshift;Google Cloud BigQuery;Oracle Database,On-premise,Google Cloud;AWS,Google Cloud,Azure,On-premise;AWS,On-premise;Azure
ANALYTICS SURVEY,2020-08-27 12:20:12,bgaggfm@jalbum.net,Guatemala,GT,Mathematician,competent,expert,competent,beginner,beginner,competent,expert,competent,beginner,none,competent,4,Oracle Database,On-premise,Google Cloud;Azure,Google Cloud;AWS,Google Cloud;AWS;Azure,On-premise;Azure,Google Cloud
ANALYTICS SURVEY FEB-21,2020-04-10 05:34:19,lbrunonfn@reuters.com,Democratic Republic of the Congo,CD,Citizen Data Scientist,competent,none,proficient,beginner,none,none,competent,proficient,expert,beginner,beginner,2,Microsoft SQL Server,On-premise,Azure,AWS Azure,Azure,Google Cloud,Google Cloud;AWS;Azure
ANALYTICS SURVEY FEB-21,2020-02-12 17:26:52,tmacmorlandfo@seesaa.net,Bahamas,BS,Mathematician,none,beginner,expert,none,expert,proficient,expert,proficient,beginner,expert,competent,2,Amazon Redshift,AWS,Google Cloud;AWS,AWS Azure,AWS;Azure,"Google Cloud;On-premise,AWS",Google Cloud;AWS;Azure
ANALYTICS SURVEY FSI,2020-11-29 11:56:25,pdewsfp@cyberchimps.com,Colombia,CO,Data Scientist,none,proficient,none,proficient,none,beginner,expert,beginner,expert,beginner,expert,1,Teradata,On-premise,AWS,AWS Azure,AWS,Azure,AWS
ANALYTICS SURVEY,2020-09-30 12:33:30,pdukesburyfq@slideshare.net,China,CN,Statistician,competent,none,expert,proficient,proficient,competent,expert,competent,competent,expert,competent,5,Teradata,AWS,Google Cloud;AWS,Google Cloud,Google Cloud;AWS;Azure,Google Cloud;AWS;Azure,AWS;Azure
ANALYTICS SURVEY RETAIL,2020-11-07 20:40:51,vdrissellfr@deviantart.com,Thailand,TH,Statistician,expert,expert,proficient,proficient,competent,expert,none,competent,expert,expert,expert,3,Amazon Redshift;Teradata,Google Cloud,AWS;Azure,Azure,Azure,Azure,Azure
ANALYTICS SURVEY FSI,2020-09-12 00:37:11,rcurtoisfs@telegraph.co.uk,Indonesia,ID,Citizen Data Scientist,none,proficient,competent,beginner,competent,competent,proficient,beginner,competent,proficient,none,3,Microsoft SQL Server,Google Cloud,AWS,Google Cloud;AWS,On-premise;AWS,Google Cloud;On-premise;Azure,Google Cloud;AWS;Azure
ANALYTICS SURVEY FSI,2020-06-27 12:57:36,cbaldwinft@slashdot.org,China,CN,Data Analyst,none,beginner,none,expert,competent,competent,beginner,beginner,beginner,proficient,competent,4,Google Cloud BigQuery,On-premise,Google Cloud;AWS;Azure,AWS Azure,AWS;Azure,Google Cloud;AWS;Azure,On-premise
ANALYTICS SURVEY FSI,2020-04-19 15:27:48,klovemanfu@ed.gov,Venezuela,VE,Citizen Data Scientist,beginner,competent,competent,competent,competent,expert,none,expert,competent,beginner,proficient,3,Oracle Database,On-premise,Azure,Google Cloud,On-premise;Azure,On-premise;AWS,Google Cloud;On-premise;Azure
ANALYTICS SURVEY FEB-21,2020-11-04 10:00:05,cseerfv@fc2.com,Vietnam,VN,Data Engineer,proficient,competent,proficient,proficient,proficient,proficient,beginner,beginner,proficient,expert,competent,2,Microsoft SQL Server,On-premise,Google Cloud;AWS,Google Cloud;AWS;Azure,Azure,On-premise;Azure,AWS;Azure
ANALYTICS SURVEY FSI,2020-08-24 21:54:26,cducrowfw@virginia.edu,Philippines,PH,Statistician,beginner,beginner,expert,none,beginner,competent,beginner,competent,proficient,proficient,proficient,5,Amazon Redshift;Teradata,On-premise,Google Cloud;AWS;Azure,AWS Azure,AWS;Azure,On-premise;Azure,"Google Cloud;On-premise,AWS"
ANALYTICS SURVEY RETAIL,2020-02-19 16:27:10,cpleasantsfx@japanpost.jp,Japan,JP,Mathematician,beginner,beginner,proficient,proficient,none,beginner,expert,beginner,none,proficient,none,5,Google Cloud BigQuery,AWS,Google Cloud;AWS;Azure,AWS Azure,"Google Cloud;On-premise,AWS",On-premise,Azure
ANALYTICS SURVEY RETAIL,2020-08-26 00:24:05,covellfy@csmonitor.com,Jordan,JO,Data Analyst,competent,competent,none,beginner,expert,proficient,proficient,none,competent,proficient,beginner,3,Oracle Database,On-premise,Google Cloud;Azure,Google Cloud,Google Cloud;On-premise;Azure,On-premise;Azure,"Google Cloud;On-premise,AWS"
ANALYTICS SURVEY,2020-01-26 22:34:02,mbethunefz@smugmug.com,Indonesia,ID,Data Analyst,none,none,beginner,beginner,none,proficient,proficient,proficient,expert,expert,competent,4,Amazon Redshift;Teradata,AWS,Azure,Google Cloud;AWS,Google Cloud,"Google Cloud;On-premise,AWS",Google Cloud;AWS;Azure
ANALYTICS SURVEY RETAIL,2020-04-18 08:34:44,tbackmang0@ucsd.edu,Indonesia,ID,Statistician,expert,proficient,proficient,none,beginner,competent,none,competent,competent,expert,competent,1,Google Cloud BigQuery,Azure,Google Cloud;Azure,AWS Azure,Google Cloud,Google Cloud;AWS;Azure,Azure
ANALYTICS SURVEY,2020-05-15 09:19:43,bflintuffg1@wix.com,China,CN,Physicist,proficient,none,competent,beginner,beginner,expert,beginner,proficient,proficient,competent,proficient,5,Microsoft SQL Server,Google Cloud,Google Cloud,Google Cloud;AWS;Azure,On-premise;Azure,Google Cloud,On-premise;AWS
ANALYTICS SURVEY JAN-21,2020-05-07 11:45:41,rvautreg2@pagesperso-orange.fr,Burkina Faso,BF,Statistician,expert,competent,proficient,beginner,none,beginner,beginner,beginner,competent,proficient,expert,1,Microsoft SQL Server,AWS,Google Cloud;Azure,AWS Azure,Google Cloud;On-premise;Azure,On-premise;AWS,On-premise;AWS
ANALYTICS SURVEY FEB-21,2020-07-08 20:33:45,egawneg3@spotify.com,Indonesia,ID,Citizen Data Scientist,none,proficient,expert,expert,competent,expert,proficient,proficient,expert,beginner,beginner,4,Google Cloud BigQuery,On-premise,Google Cloud;AWS;Azure,Google Cloud;AWS,Google Cloud;AWS;Azure,AWS,AWS;Azure
ANALYTICS SURVEY RETAIL,2020-09-26 23:11:30,wdoerrg4@naver.com,Poland,PL,Data Engineer,beginner,beginner,expert,competent,competent,competent,none,proficient,competent,beginner,competent,1,Microsoft SQL Server,AWS,Google Cloud;AWS;Azure,AWS Azure,On-premise;AWS,On-premise,AWS;Azure
ANALYTICS SURVEY JAN-21,2020-07-09 18:11:39,dedelstong5@opensource.org,Argentina,AR,Mathematician,expert,proficient,proficient,proficient,beginner,proficient,beginner,proficient,none,expert,expert,2,Microsoft SQL Server,Google Cloud,Google Cloud;AWS;Azure,Google Cloud;AWS;Azure,"Google Cloud;On-premise,AWS",AWS,Google Cloud
ANALYTICS SURVEY,2020-09-19 05:27:32,cloughnang6@google.co.uk,Portugal,PT,Citizen Data Scientist,proficient,proficient,proficient,beginner,none,none,proficient,proficient,none,proficient,beginner,3,Google Cloud BigQuery,Azure,Google Cloud,Azure,On-premise;Azure,"Google Cloud;On-premise,AWS",On-premise;Azure
ANALYTICS SURVEY JAN-21,2020-10-20 15:12:22,lpuzeyg7@soundcloud.com,Philippines,PH,Physicist,expert,beginner,competent,competent,expert,none,none,proficient,beginner,proficient,expert,4,Microsoft SQL Server,On-premise,Azure,Azure,AWS,"Google Cloud;On-premise,AWS",Google Cloud
ANALYTICS SURVEY FSI,2020-04-05 02:04:11,eshovelg8@alibaba.com,Palestinian Territory,PS,Citizen Data Scientist,competent,expert,beginner,beginner,expert,none,beginner,proficient,none,beginner,beginner,3,Teradata,Google Cloud,Google Cloud;Azure,Google Cloud;Azure,AWS,AWS,"Google Cloud;On-premise,AWS"
ANALYTICS SURVEY,2020-05-05 14:04:57,jhogsdeng9@surveymonkey.com,Portugal,PT,Data Engineer,competent,competent,none,proficient,none,beginner,beginner,beginner,proficient,competent,competent,3,Amazon Redshift,Google Cloud,Azure,Azure,AWS;Azure,On-premise;AWS,On-premise
ANALYTICS SURVEY JAN-21,2020-10-26 00:15:12,astanawayga@cnbc.com,China,CN,Statistician,beginner,expert,beginner,proficient,none,expert,none,beginner,proficient,beginner,proficient,3,Amazon Redshift;Google Cloud BigQuery;Oracle Database,Azure,AWS;Azure,AWS Azure,On-premise;Azure,Google Cloud;On-premise;Azure,"Google Cloud;On-premise,AWS"
ANALYTICS SURVEY FEB-21,2020-02-16 16:17:44,dbanaszczykgb@linkedin.com,Greece,GR,Statistician,beginner,beginner,expert,competent,proficient,competent,expert,none,competent,expert,expert,4,Amazon Redshift;Teradata,On-premise,Google Cloud;AWS;Azure,Google Cloud,"Google Cloud;On-premise,AWS","Google Cloud;On-premise,AWS",Google Cloud;AWS;Azure
ANALYTICS SURVEY RETAIL,2020-06-12 05:32:36,bunworthgc@imdb.com,China,CN,Mathematician,proficient,proficient,beginner,proficient,expert,expert,none,proficient,competent,competent,beginner,5,Google Cloud BigQuery,AWS,Azure,AWS Azure,On-premise,Azure,Google Cloud
ANALYTICS SURVEY FSI,2020-07-03 16:23:52,rwoolensgd@patch.com,United States,US,Data Engineer,expert,expert,competent,competent,none,competent,competent,competent,expert,proficient,expert,5,Amazon Redshift,On-premise,Google Cloud,Google Cloud;Azure,Google Cloud;AWS;Azure,On-premise;AWS,Google Cloud;AWS;Azure
ANALYTICS SURVEY FEB-21,2020-05-09 16:58:38,hperillioge@imdb.com,China,CN,Mathematician,beginner,proficient,beginner,beginner,expert,expert,beginner,beginner,expert,competent,proficient,1,Amazon Redshift;Teradata,On-premise,Google Cloud;AWS;Azure,Google Cloud;AWS,On-premise;Azure,Google Cloud,Google Cloud;On-premise;Azure
ANALYTICS SURVEY FEB-21,2020-09-22 14:21:31,wbidmeadgf@jalbum.net,Chile,CL,Data Engineer,none,competent,none,none,expert,beginner,proficient,beginner,expert,proficient,proficient,2,Microsoft SQL Server,Google Cloud,Google Cloud;AWS,Azure,On-premise;AWS,AWS;Azure,AWS
ANALYTICS SURVEY FSI,2020-11-22 06:52:43,whingegg@ovh.net,Burkina Faso,BF,Data Scientist,competent,expert,competent,competent,beginner,expert,none,proficient,competent,competent,expert,5,Teradata,On-premise,AWS,Google Cloud,Google Cloud;AWS;Azure,On-premise,Google Cloud
ANALYTICS SURVEY RETAIL,2020-04-22 22:46:09,bcalverleygh@sogou.com,Iraq,IQ,Statistician,none,competent,competent,expert,none,none,none,proficient,competent,none,beginner,5,Google Cloud BigQuery,Azure,AWS,AWS,Google Cloud;AWS;Azure,Google Cloud,"Google Cloud;On-premise,AWS"
ANALYTICS SURVEY RETAIL,2020-04-14 08:34:55,hwantlinggi@nifty.com,Jamaica,JM,Statistician,expert,beginner,expert,proficient,proficient,expert,expert,competent,competent,none,none,5,Microsoft SQL Server,AWS,Google Cloud;AWS,Google Cloud;AWS,Google Cloud,Google Cloud;On-premise;Azure,On-premise;Azure
ANALYTICS SURVEY FEB-21,2020-08-20 23:43:37,sconleygj@unc.edu,China,CN,Data Analyst,none,beginner,beginner,beginner,competent,beginner,expert,proficient,expert,competent,proficient,5,Google Cloud BigQuery,On-premise,AWS,Google Cloud;AWS,Azure,Azure,Azure
ANALYTICS SURVEY FEB-21,2020-01-23 09:45:35,eportsmouthgk@360.cn,Canada,CA,Statistician,proficient,expert,competent,proficient,proficient,competent,none,proficient,competent,none,expert,3,Microsoft SQL Server,On-premise,Google Cloud;Azure,AWS Azure,On-premise;Azure,On-premise,"Google Cloud;On-premise,AWS"
ANALYTICS SURVEY JAN-21,2020-07-28 18:55:37,eegleofgermanygl@cam.ac.uk,Ethiopia,ET,Physicist,beginner,expert,proficient,beginner,competent,competent,expert,none,beginner,beginner,proficient,4,Teradata,On-premise,Google Cloud;AWS,Google Cloud;AWS;Azure,AWS;Azure,"Google Cloud;On-premise,AWS",Google Cloud;AWS;Azure
ANALYTICS SURVEY RETAIL,2020-07-16 21:49:08,adodshongm@businesswire.com,Argentina,AR,Physicist,expert,none,expert,beginner,none,beginner,none,expert,expert,beginner,none,1,Oracle Database,On-premise,AWS;Azure,Azure,"Google Cloud;On-premise,AWS","Google Cloud;On-premise,AWS",On-premise;AWS
ANALYTICS SURVEY RETAIL,2020-09-17 00:27:30,jphillpgn@marketwatch.com,Czech Republic,CZ,Data Scientist,none,beginner,expert,expert,proficient,expert,proficient,beginner,competent,expert,proficient,4,Google Cloud BigQuery,Google Cloud,Azure,AWS Azure,On-premise;AWS,Azure,Google Cloud;AWS;Azure
ANALYTICS SURVEY JAN-21,2020-06-12 04:01:39,floughrango@whitehouse.gov,China,CN,Physicist,proficient,none,none,proficient,competent,proficient,proficient,beginner,expert,none,expert,1,Teradata,Google Cloud,Google Cloud;Azure,AWS Azure,AWS;Azure,"Google Cloud;On-premise,AWS",On-premise
ANALYTICS SURVEY,2020-07-25 18:23:18,bwrothamgp@eepurl.com,Indonesia,ID,Data Engineer,none,none,competent,none,competent,competent,expert,competent,beginner,competent,competent,2,Oracle Database,Azure,Google Cloud;Azure,Google Cloud;Azure,Google Cloud;AWS;Azure,"Google Cloud;On-premise,AWS",On-premise
ANALYTICS SURVEY FSI,2020-08-21 21:54:33,ngilluleygq@si.edu,Argentina,AR,Citizen Data Scientist,beginner,competent,competent,expert,competent,none,beginner,competent,proficient,competent,competent,2,Microsoft SQL Server,Google Cloud,Google Cloud;AWS,Azure,On-premise;Azure,Google Cloud,AWS
ANALYTICS SURVEY RETAIL,2020-12-07 07:23:16,srobilartgr@sciencedirect.com,Russia,RU,Data Scientist,beginner,proficient,beginner,beginner,proficient,proficient,expert,proficient,expert,none,competent,4,Google Cloud BigQuery,Google Cloud,AWS,AWS,AWS;Azure,AWS;Azure,On-premise;AWS
ANALYTICS SURVEY FSI,2020-07-22 17:07:56,epatisgs@desdev.cn,United States,US,Statistician,proficient,expert,proficient,none,expert,competent,proficient,proficient,beginner,proficient,expert,3,Google Cloud BigQuery,Google Cloud,Google Cloud;AWS,Google Cloud;AWS;Azure,Azure,Google Cloud;On-premise;Azure,On-premise;AWS
ANALYTICS SURVEY FSI,2020-06-17 16:35:05,bescoffiergt@a8.net,Albania,AL,Citizen Data Scientist,proficient,expert,proficient,proficient,proficient,competent,proficient,competent,none,competent,competent,3,Oracle Database,Azure,Google Cloud;AWS,Google Cloud;Azure,"Google Cloud;On-premise,AWS",Azure,Google Cloud;On-premise;Azure
ANALYTICS SURVEY FSI,2020-01-20 05:29:04,echerrisongu@soup.io,Brazil,BR,Data Scientist,competent,beginner,expert,beginner,none,beginner,expert,none,beginner,competent,none,4,Amazon Redshift;Teradata,Azure,AWS,Google Cloud,On-premise,Google Cloud;AWS;Azure,Google Cloud;AWS;Azure
ANALYTICS SURVEY JAN-21,2020-05-24 09:20:49,cmacdonellgv@wp.com,Czech Republic,CZ,Mathematician,competent,beginner,proficient,beginner,competent,expert,competent,expert,proficient,proficient,beginner,5,Oracle Database,AWS,Google Cloud;AWS,Google Cloud;AWS;Azure,Google Cloud,Google Cloud;AWS;Azure,Azure
ANALYTICS SURVEY JAN-21,2020-07-11 15:39:00,amarchigw@51.la,China,CN,Statistician,none,competent,none,proficient,competent,proficient,competent,beginner,proficient,beginner,competent,5,Microsoft SQL Server,Azure,Google Cloud;AWS,Google Cloud,AWS;Azure,"Google Cloud;On-premise,AWS",AWS
ANALYTICS SURVEY FEB-21,2020-03-09 12:06:24,srosenthalergx@java.com,Ethiopia,ET,Citizen Data Scientist,beginner,none,beginner,expert,none,expert,beginner,competent,competent,expert,none,1,Oracle Database,Google Cloud,Azure,Google Cloud,AWS;Azure,Azure,Google Cloud;On-premise;Azure
